Name,Risk,Return,Website,NCT,Condition
380,0.987953688,150.3555218,https://clinicaltrials.gov/study/NCT03833180,NCT03833180,Chronic Lymphocytic Leukemia|Mantle Cell Lymphoma|Follicular Lymphoma|Marginal Zone Lymphoma|Diffuse Large B-cell Lymphoma|Richter Transformation Lymphoma|Burkitt Lymphoma|Lymphoplasmacytoid Lymphoma|T-cell Non-Hodgkin Lymphoma|Acute Lymphoid Leukemia|Acute Myeloid Leukemia|Waldenstrom Macroglobulinemia
381,0.999763653,172.3166359,https://clinicaltrials.gov/study/NCT03081780,NCT03081780,Refractory Acute Myelogenous Leukemia|Relapsed Acute Myelogenous Leukemia
382,0.989788007,151.1367744,https://clinicaltrials.gov/study/NCT00449280,NCT00449280,Advanced Solid Tumor
383,0.983670093,131.584278,https://clinicaltrials.gov/study/NCT02678780,NCT02678780,Neuroendocrine Tumors
384,0.995485029,156.9334751,https://clinicaltrials.gov/study/NCT00882180,NCT00882180,Solid Tumors
385,0.982017658,131.6228039,https://clinicaltrials.gov/study/NCT03263780,NCT03263780,Prostate Cancer
386,0.998171477,175.6363475,https://clinicaltrials.gov/study/NCT00590824,NCT00590824,Melanoma
387,0.987391415,150.2121006,https://clinicaltrials.gov/study/NCT00423124,NCT00423124,Hematological Malignancies
388,0.998437544,175.0654441,https://clinicaltrials.gov/study/NCT00004224,NCT00004224,Brain and Central Nervous System Tumors
389,0.822517064,12.91092888,https://clinicaltrials.gov/study/NCT00029224,NCT00029224,Breast Cancer|Multiple Myeloma|Prostate Cancer
390,0.800336805,7.822841798,https://clinicaltrials.gov/study/NCT02281136,NCT02281136,"Keratosis, Actinic"
391,0.995985279,159.2394143,https://clinicaltrials.gov/study/NCT00001436,NCT00001436,Neoplasm Metastasis|Osteosarcoma
392,0.975236391,82.28973806,https://clinicaltrials.gov/study/NCT02636036,NCT02636036,Colorectal Cancer|Squamous Cell Carcinoma of the Head and Neck|Epithelial Tumor
393,0.999525997,182.1154673,https://clinicaltrials.gov/study/NCT00108134,NCT00108134,Basal Cell Carcinoma
394,0.932171515,29.06364163,https://clinicaltrials.gov/study/NCT02697734,NCT02697734,Cushing's Disease
395,0.987205018,147.0891284,https://clinicaltrials.gov/study/NCT02584634,NCT02584634,Non-Small Cell Lung Cancer
396,0.9897685,151.2705668,https://clinicaltrials.gov/study/NCT04370834,NCT04370834,Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Pneumonia|Pneumonitis|Severe Acute Respiratory Distress Syndrome|Symptomatic COVID-19 Infection Laboratory-Confirmed
397,0.966282246,53.70472969,https://clinicaltrials.gov/study/NCT03352934,NCT03352934,Cancer
398,0.980423087,96.07569752,https://clinicaltrials.gov/study/NCT00755534,NCT00755534,Colorectal Cancer
399,0.99118551,151.5194043,https://clinicaltrials.gov/study/NCT00151034,NCT00151034,Urologic Neoplasms
400,0.998837038,176.2956504,https://clinicaltrials.gov/study/NCT03092934,NCT03092934,"Neoplasms|Neoplasm Metastasis|Triple Negative Breast Neoplasms|Head and Neck Neoplasms|Breast Neoplasms|Solid Tumor, Adult|Small Cell Lung Carcinoma"
401,0.99520616,155.6472346,https://clinicaltrials.gov/study/NCT01460901,NCT01460901,Neuroblastoma
402,0.998743165,184.4705514,https://clinicaltrials.gov/study/NCT04445701,NCT04445701,Multiple Myeloma
403,0.995399362,154.7284629,https://clinicaltrials.gov/study/NCT05493501,NCT05493501,NSCLC
404,0.983776429,124.5437803,https://clinicaltrials.gov/study/NCT03841201,NCT03841201,Advanced Hepatocellular Carcinoma
405,0.999751587,177.6762383,https://clinicaltrials.gov/study/NCT01122901,NCT01122901,Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Recurrent Adult Brain Tumor
406,0.971122514,58.5865851,https://clinicaltrials.gov/study/NCT03205501,NCT03205501,Barrett Esophagus|Esophageal Cancer|Dysplasia in Barrett Esophagus
407,0.997850005,172.3237039,https://clinicaltrials.gov/study/NCT04235101,NCT04235101,Solid Tumor
408,0.993306532,153.5616169,https://clinicaltrials.gov/study/NCT00054301,NCT00054301,Breast Cancer
409,0.990841389,151.0723437,https://clinicaltrials.gov/study/NCT04203901,NCT04203901,Advanced Renal Cell Carcinoma
410,0.980317758,102.6874016,https://clinicaltrials.gov/study/NCT00983801,NCT00983801,Stomach Neoplasms
411,0.977365986,96.80463591,https://clinicaltrials.gov/study/NCT00076401,NCT00076401,"Leukemia|Leukemia, Lymphocytic, Chronic"
412,0.996860112,162.012609,https://clinicaltrials.gov/study/NCT05169801,NCT05169801,Non-small Cell Lung Cancer(NSCLC)
413,0.996242101,159.9924065,https://clinicaltrials.gov/study/NCT00089180,NCT00089180,Actinic Keratosis|Basal Cell Carcinoma of the Skin|Recurrent Skin Cancer|Squamous Cell Carcinoma of the Skin
414,0.99053106,151.4088558,https://clinicaltrials.gov/study/NCT01149434,NCT01149434,Cancer|Neuroendocrine|Ovarian Cancer|Colon Cancer
415,0.994853,155.9394086,https://clinicaltrials.gov/study/NCT03588936,NCT03588936,Acute Leukemia|Chronic Leukemia|Lymphoma|Myelodysplastic Syndromes
416,0.971972601,60.13727946,https://clinicaltrials.gov/study/NCT00483834,NCT00483834,Colorectal Cancer
417,0.979147963,97.53521778,https://clinicaltrials.gov/study/NCT00325234,NCT00325234,Breast Cancer
418,0.992263699,151.7242441,https://clinicaltrials.gov/study/NCT00858234,NCT00858234,Multiple Myeloma
419,0.925017371,22.7717546,https://clinicaltrials.gov/study/NCT00182234,NCT00182234,Continuity of Care|Quality of Life
420,0.998706108,174.3694536,https://clinicaltrials.gov/study/NCT00084734,NCT00084734,"Unspecified Adult Solid Tumor, Protocol Specific"
421,0.997253186,160.9988428,https://clinicaltrials.gov/study/NCT00408434,NCT00408434,Neoplasm
422,0.993620672,152.0235143,https://clinicaltrials.gov/study/NCT00040534,NCT00040534,Neoplasms
423,0.999539857,188.7189745,https://clinicaltrials.gov/study/NCT00437034,NCT00437034,Stage II Multiple Myeloma|Stage III Multiple Myeloma
424,0.99472386,154.547531,https://clinicaltrials.gov/study/NCT00003934,NCT00003934,Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Promyelocytic Leukemia (M3)|Childhood Acute Promyelocytic Leukemia (M3)|Untreated Adult Acute Myeloid Leukemia|Untreated Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies
425,0.999603027,178.8655467,https://clinicaltrials.gov/study/NCT00003101,NCT00003101,Brain and Central Nervous System Tumors
426,0.772137639,8.804009609,https://clinicaltrials.gov/study/NCT02555501,NCT02555501,Oral Mucositis
427,0.998852689,178.7251209,https://clinicaltrials.gov/study/NCT00005601,NCT00005601,Lymphoma
428,0.991230056,152.5350497,https://clinicaltrials.gov/study/NCT01024101,NCT01024101,Head and Neck Cancer
429,0.993164915,152.4241237,https://clinicaltrials.gov/study/NCT00691301,NCT00691301,Cervical Cancer
430,0.999707988,187.3699919,https://clinicaltrials.gov/study/NCT00869401,NCT00869401,Brain and Central Nervous System Tumors
431,0.989482658,151.3979679,https://clinicaltrials.gov/study/NCT00001901,NCT00001901,Vasculitis|Wegener's Granulomatosis
432,0.99434961,154.4797306,https://clinicaltrials.gov/study/NCT01325701,NCT01325701,Diffuse Large Cell B-lymphoma
433,0.996610972,158.1811729,https://clinicaltrials.gov/study/NCT03343301,NCT03343301,Gastrointestinal Cancer|Gastrointestinal Cancer Metastatic|Gastric Cancer
434,0.986403495,127.4368453,https://clinicaltrials.gov/study/NCT00249301,NCT00249301,Breast Neoplasm|Colon Neoplasm|Pancreatic Neoplasm|Bladder Neoplasm
435,0.83733779,11.57474831,https://clinicaltrials.gov/study/NCT01121601,NCT01121601,Patient With Hepatic Metastasis
436,0.967390431,49.55632328,https://clinicaltrials.gov/study/NCT00146601,NCT00146601,Breast Cancer
437,0.915867072,24.34309497,https://clinicaltrials.gov/study/NCT00431236,NCT00431236,"Nausea and Vomiting, Chemotherapy-Induced"
438,0.815622271,10.62733918,https://clinicaltrials.gov/study/NCT02628236,NCT02628236,"Keratosis, Actinic"
439,0.994562483,153.6877386,https://clinicaltrials.gov/study/NCT00634634,NCT00634634,Metastatic Breast Cancer
440,0.997793992,168.7848581,https://clinicaltrials.gov/study/NCT01956734,NCT01956734,Glioblastoma Multiforme|Recurrent Tumor
441,0.993848442,153.3826939,https://clinicaltrials.gov/study/NCT02935634,NCT02935634,Advanced Gastric Cancer
442,0.983235616,110.8667228,https://clinicaltrials.gov/study/NCT03311334,NCT03311334,Renal Cell Carcinoma (RCC)|Urothelial Carcinoma|Primary Peritoneal Cancer|Platinum-resistant Ovarian Cancer (PROC)|Serous Epithelial Ovarian Cancer|Fallopian Tube Cancer
443,0.560153598,3.991739744,https://clinicaltrials.gov/study/NCT03649334,NCT03649334,Hematological Malignancy (Leukemia- Lymphoma)
444,0.98554285,146.3266967,https://clinicaltrials.gov/study/NCT02726334,NCT02726334,Colorectal Cancer
445,0.979818464,96.56243299,https://clinicaltrials.gov/study/NCT02784834,NCT02784834,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma
446,0.98007129,103.6083862,https://clinicaltrials.gov/study/NCT00903734,NCT00903734,Advanced Cancers
447,0.998331316,169.4202017,https://clinicaltrials.gov/study/NCT04939701,NCT04939701,Ovarian Cancer|NSCLC|ESCC|Solid Tumors
448,0.970914913,62.89375922,https://clinicaltrials.gov/study/NCT03676101,NCT03676101,Cervical Cancers|Vulvar Cancer|Vaginal Cancer|CIN1|CIN2|CIN 3|AIS|Invasive Carcinoma|Mild Dysplasia of Vulva|Moderate Dysplasia of Vulva|Vin III|VaIN1|VaIN2|VaIN3|Genital Wart
449,0.999729786,179.1278624,https://clinicaltrials.gov/study/NCT01514201,NCT01514201,Anaplastic Astrocytoma|Brain Stem Glioma|Childhood Mixed Glioma|Fibrillary Astrocytoma|Giant Cell Glioblastoma|Glioblastoma|Gliosarcoma|Untreated Childhood Anaplastic Astrocytoma|Untreated Childhood Brain Stem Glioma|Untreated Childhood Fibrillary Astrocytoma|Untreated Childhood Giant Cell Glioblastoma|Untreated Childhood Glioblastoma|Untreated Childhood Gliosarcoma
450,0.998474426,174.0037706,https://clinicaltrials.gov/study/NCT00058201,NCT00058201,Pancreatic Cancer
451,0.999829371,183.5265781,https://clinicaltrials.gov/study/NCT01861301,NCT01861301,Epithelioid Mesothelioma|Recurrent Malignant Mesothelioma|Sarcomatoid Mesothelioma|Stage II Pleural Mesothelioma|Stage III Pleural Mesothelioma|Stage IV Pleural Mesothelioma
452,0.994063761,153.0319883,https://clinicaltrials.gov/study/NCT00092001,NCT00092001,"Carcinoma, Non-Small-Cell Lung"
453,0.985254091,145.0522205,https://clinicaltrials.gov/study/NCT00081601,NCT00081601,Prostate Cancer
454,0.968997697,65.69583998,https://clinicaltrials.gov/study/NCT00367601,NCT00367601,Lung Cancer
455,0.999256883,189.7188472,https://clinicaltrials.gov/study/NCT01134601,NCT01134601,Non-Metastatic Adenocarcinoma of the Rectum
456,0.994402485,156.5447516,https://clinicaltrials.gov/study/NCT01418001,NCT01418001,Sarcoma|Leiomyosarcoma|Malignant Peripheral Nerve Sheath Tumor|Malignant Fibrous|Histiocytoma/Undifferentiated Pleomorphic Sarcoma
457,0.988461865,150.681582,https://clinicaltrials.gov/study/NCT01639001,NCT01639001,NSCLC (Non-small Cell Lung Cancer)
458,0.98632588,133.9593497,https://clinicaltrials.gov/study/NCT00192036,NCT00192036,Non Small Cell Lung Cancer
459,0.90848898,20.56907822,https://clinicaltrials.gov/study/NCT02038036,NCT02038036,Polycythemia Vera
460,0.998298682,173.5883792,https://clinicaltrials.gov/study/NCT00080834,NCT00080834,Colorectal Cancer
461,0.998465624,168.2808307,https://clinicaltrials.gov/study/NCT00005834,NCT00005834,Multiple Myeloma
462,0.997404122,162.9071313,https://clinicaltrials.gov/study/NCT00301834,NCT00301834,Congenital Amegakaryocytic Thrombocytopenia|Diamond-blackfan Anemia|Leukemia|Myelodysplastic Syndromes|Severe Congenital Neutropenia
463,0.998412636,173.2501459,https://clinicaltrials.gov/study/NCT03052634,NCT03052634,Advanced Breast Cancer
464,0.996636623,159.6739646,https://clinicaltrials.gov/study/NCT00979134,NCT00979134,Cancer|Advanced Solid Malignancies
465,0.986397165,135.5807029,https://clinicaltrials.gov/study/NCT00035334,NCT00035334,Secondary (AA) Amyloidosis|Rheumatoid Arthritis|Nephrotic Syndrome|Familial Mediterranean Syndrome|Kidney Diseases|Gastrointestinal Diseases
466,0.998819008,195.1521241,https://clinicaltrials.gov/study/NCT02767934,NCT02767934,B Acute Lymphoblastic Leukemia|Minimal Residual Disease|Recurrent Acute Lymphoblastic Leukemia|T Acute Lymphoblastic Leukemia
467,0.962934864,52.5001985,https://clinicaltrials.gov/study/NCT02312934,NCT02312934,Chemo Brain|Chemotherapy-related Cognitive Impairment|Chemo Fog|Breast Cancer|Chemobrain
468,0.989662519,150.5465632,https://clinicaltrials.gov/study/NCT04194034,NCT04194034,Colorectal Neoplasms
469,0.992403225,151.718264,https://clinicaltrials.gov/study/NCT03360734,NCT03360734,"Solid Tumor, Adult"
470,0.998831278,178.5436374,https://clinicaltrials.gov/study/NCT00002601,NCT00002601,Sarcoma
471,0.981407911,92.09225023,https://clinicaltrials.gov/study/NCT02702401,NCT02702401,Hepatocellular Carcinoma
472,0.993722744,153.265754,https://clinicaltrials.gov/study/NCT01724801,NCT01724801,Brain Metastasis|Non Small Cell Lung Cancer
473,0.988243057,151.2981778,https://clinicaltrials.gov/study/NCT00870701,NCT00870701,Soft Tissue Sarcoma of Members
474,0.98696461,150.4650652,https://clinicaltrials.gov/study/NCT03056001,NCT03056001,"Soft Tissue Sarcoma, Adult|Soft Tissue Sarcoma, Child"
475,0.999226142,189.7293837,https://clinicaltrials.gov/study/NCT00005801,NCT00005801,Leukemia
476,0.982094418,101.1580742,https://clinicaltrials.gov/study/NCT02582801,NCT02582801,Breast Cancer
477,0.860082113,13.98153888,https://clinicaltrials.gov/study/NCT02066636,NCT02066636,Non Small Cell Lung Cancer (NSCLC)
478,0.788612492,9.743450186,https://clinicaltrials.gov/study/NCT04327934,NCT04327934,Polycystic Ovary Syndrome|Hypertension
479,0.998860308,175.9596217,https://clinicaltrials.gov/study/NCT02316834,NCT02316834,Fallopian Tube Serous Adenocarcinoma|High Grade Ovarian Serous Adenocarcinoma|Ovarian Mass|Primary Peritoneal Serous Adenocarcinoma|Stage III Fallopian Tube Cancer AJCC v7|Stage III Ovarian Cancer AJCC v6 and v7|Stage III Primary Peritoneal Cancer AJCC v7|Stage IIIA Fallopian Tube Cancer AJCC v7|Stage IIIA Ovarian Cancer AJCC v6 and v7|Stage IIIA Primary Peritoneal Cancer AJCC v7|Stage IIIB Fallopian Tube Cancer AJCC v7|Stage IIIB Ovarian Cancer AJCC v6 and v7|Stage IIIB Primary Peritoneal Cancer AJCC v7|Stage IIIC Fallopian Tube Cancer AJCC v7|Stage IIIC Ovarian Cancer AJCC v6 and v7|Stage IIIC Primary Peritoneal Cancer AJCC v7|Stage IV Fallopian Tube Cancer AJCC v6 and v7|Stage IV Ovarian Cancer AJCC v6 and v7|Stage IV Primary Peritoneal Cancer AJCC v7
480,0.995508673,158.2391926,https://clinicaltrials.gov/study/NCT01191034,NCT01191034,Metastatic Melanoma
481,0.997209075,160.4237141,https://clinicaltrials.gov/study/NCT00716534,NCT00716534,Advanced or Metastatic Non-Small Cell Lung Cancer
482,0.955142354,47.45387913,https://clinicaltrials.gov/study/NCT01309334,NCT01309334,Multiple Myeloma
483,0.99564824,158.0760408,https://clinicaltrials.gov/study/NCT00006034,NCT00006034,Bladder Cancer
484,0.981458642,114.464438,https://clinicaltrials.gov/study/NCT00502034,NCT00502034,"Carcinoma, Renal Cell"
485,0.971522825,82.50541847,https://clinicaltrials.gov/study/NCT01530334,NCT01530334,Lung Cancer
486,0.992545839,152.4756779,https://clinicaltrials.gov/study/NCT00671034,NCT00671034,Acute Lymphoblastic Leukemia|Adult B Acute Lymphoblastic Leukemia|Childhood B Acute Lymphoblastic Leukemia
487,0.990650008,151.9996702,https://clinicaltrials.gov/study/NCT00256334,NCT00256334,Colon Cancer|Cancer
488,0.983309731,115.9200353,https://clinicaltrials.gov/study/NCT01431534,NCT01431534,Solid Tumors
489,0.998411229,171.6693493,https://clinicaltrials.gov/study/NCT00747734,NCT00747734,Solid Cancers
490,0.853789129,14.37011059,https://clinicaltrials.gov/study/NCT00575601,NCT00575601,Polycystic Ovary Syndrome
491,0.98494623,141.0135388,https://clinicaltrials.gov/study/NCT00181701,NCT00181701,Ovarian Carcinoma
492,0.991419733,151.3422124,https://clinicaltrials.gov/study/NCT02500901,NCT02500901,Metastatic Prostate Cancer
493,0.94562307,33.32322363,https://clinicaltrials.gov/study/NCT02985801,NCT02985801,Pancreatic Insufficiency|Pancreatic Cancer|Pancreatic Enzyme Abnormality
494,0.98341759,117.4972152,https://clinicaltrials.gov/study/NCT01572701,NCT01572701,Prostate Cancer
495,0.998689453,168.3804557,https://clinicaltrials.gov/study/NCT00063401,NCT00063401,Ovarian Cancer|Peritoneal Neoplasms|Fallopian Tube Neoplasms
496,0.999326352,190.2432933,https://clinicaltrials.gov/study/NCT01473901,NCT01473901,Glioblastoma
497,0.990417699,151.2076655,https://clinicaltrials.gov/study/NCT01376401,NCT01376401,Multiple Myeloma
498,0.999044904,183.2183012,https://clinicaltrials.gov/study/NCT00612001,NCT00612001,Brain and Central Nervous System Tumors
499,0.997585925,163.0089888,https://clinicaltrials.gov/study/NCT00101101,NCT00101101,Lymphoma
500,0.903015453,15.10854804,https://clinicaltrials.gov/study/NCT01031901,NCT01031901,Tuberous Sclerosis|Neurofibromatoses|Angiofibroma|Neurofibroma
501,0.999807792,197.4932368,https://clinicaltrials.gov/study/NCT01585701,NCT01585701,Advanced Solid Tumours
502,0.99814581,168.1571684,https://clinicaltrials.gov/study/NCT00322101,NCT00322101,"Acute Myeloid Leukemia With Multilineage Dysplasia Following Myelodysplastic Syndrome|Acute Myeloid Leukemia/Transient Myeloproliferative Disorder|Adult Acute Myeloid Leukemia in Remission|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Childhood Acute Myeloid Leukemia in Remission|Childhood Myelodysplastic Syndromes|de Novo Myelodysplastic Syndromes|Myelodysplastic Syndrome With Isolated Del(5q)|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Previously Treated Myelodysplastic Syndromes|Recurrent Adult Acute Myeloid Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Secondary Acute Myeloid Leukemia|Secondary Myelodysplastic Syndromes"
503,0.973114997,85.23108536,https://clinicaltrials.gov/study/NCT03659136,NCT03659136,Breast Neoplasms
504,0.986508494,136.002694,https://clinicaltrials.gov/study/NCT02522234,NCT02522234,Neutropenia
505,0.999595837,196.2485123,https://clinicaltrials.gov/study/NCT00305734,NCT00305734,Recurrent Nasopharyngeal Cancer|Stage IV Nasopharyngeal Cancer
506,0.979315532,97.6873954,https://clinicaltrials.gov/study/NCT01548534,NCT01548534,Metastatic Breast Cancer|Progesterone Receptor Positive Tumor|Estrogen Receptor Positive Tumor|HER-2 Negative Tumor
507,0.943122829,32.18423367,https://clinicaltrials.gov/study/NCT00411034,NCT00411034,"Analgesics, Opioid|Pain"
508,0.996446826,158.0450917,https://clinicaltrials.gov/study/NCT02270034,NCT02270034,Glioblastoma Multiforme (Grade IV) of Cerebellum
509,0.9992492,193.3319633,https://clinicaltrials.gov/study/NCT00003434,NCT00003434,Pancreatic Cancer
510,0.997547223,162.6714659,https://clinicaltrials.gov/study/NCT04728334,NCT04728334,Neoplasms Malignant
511,0.995376645,157.4168581,https://clinicaltrials.gov/study/NCT03011034,NCT03011034,Myelodysplastic Syndromes
512,0.99673274,158.0185871,https://clinicaltrials.gov/study/NCT01158534,NCT01158534,Renal Cell Cancer|Stage IV Renal Cell Cancer
513,0.988113186,151.0523626,https://clinicaltrials.gov/study/NCT01118234,NCT01118234,Chronic Lymphocytic Leukemia
514,0.997755917,164.6196402,https://clinicaltrials.gov/study/NCT01481701,NCT01481701,Ovarian Carcinoma|Relapse
515,0.997676355,162.9628607,https://clinicaltrials.gov/study/NCT03734601,NCT03734601,Acute Myeloid Leukemia|Myelodysplastic Syndromes|Myeloproliferative Disorder|Chronic Lymphocytic Leukemia|B-cell Lymphoma|T-cell Lymphoma|Non Hodgkin Lymphoma|Hodgkin Lymphoma|Chronic Myelomonocytic Leukemia
516,0.997602036,161.0265538,https://clinicaltrials.gov/study/NCT00088101,NCT00088101,Hematological Malignancies|Leukemia|Lymphoma|Metastatic or Unresectable Solid Tumors
517,0.881462544,15.83604342,https://clinicaltrials.gov/study/NCT01538901,NCT01538901,Actinic Keratoses
518,0.999529419,186.6085787,https://clinicaltrials.gov/study/NCT00509301,NCT00509301,Recurrent Glioblastoma Multiforme
519,0.877861332,14.27337374,https://clinicaltrials.gov/study/NCT03407001,NCT03407001,Cirrhosis
520,0.899466852,20.63582253,https://clinicaltrials.gov/study/NCT02764801,NCT02764801,"Hepatocellular Carcinoma|Chemoembolization, Therapeutic"
521,0.992256961,151.8550523,https://clinicaltrials.gov/study/NCT01492101,NCT01492101,Locally Recurrent Breast Cancer|Metastatic Breast Cancer
522,0.996837449,156.5627911,https://clinicaltrials.gov/study/NCT02456701,NCT02456701,Thyroid Cancer
523,0.988060633,145.4205287,https://clinicaltrials.gov/study/NCT00689936,NCT00689936,Multiple Myeloma
524,0.630582376,4.745677682,https://clinicaltrials.gov/study/NCT00502736,NCT00502736,Pain; Bone Neoplasms; Neoplasm Metastasis
525,0.999094297,196.8636084,https://clinicaltrials.gov/study/NCT00019136,NCT00019136,Ovarian Cancer
526,0.997558041,162.2716906,https://clinicaltrials.gov/study/NCT00656734,NCT00656734,Kidney Cancer
527,0.997172825,161.7593835,https://clinicaltrials.gov/study/NCT01711034,NCT01711034,Solid Tumors
528,0.990035273,151.4269743,https://clinicaltrials.gov/study/NCT00905034,NCT00905034,"Leukemia, Lymphocytic, Acute"
529,0.999298604,184.4617604,https://clinicaltrials.gov/study/NCT00096434,NCT00096434,Male Breast Cancer|Recurrent Breast Cancer|Stage IV Breast Cancer
530,0.988615772,150.6271815,https://clinicaltrials.gov/study/NCT04693234,NCT04693234,Cervical Cancer
531,0.994420924,153.5242121,https://clinicaltrials.gov/study/NCT00264134,NCT00264134,Non-small Cell Lung Cancer|Extensive Stage Unresectable
532,0.9983201,171.2740909,https://clinicaltrials.gov/study/NCT05144334,NCT05144334,Advanced Solid Tumor|Non Hodgkin Lymphoma|Acute Myeloid Leukemia
533,0.99972878,193.6782116,https://clinicaltrials.gov/study/NCT02101034,NCT02101034,"Carcinoma, Squamous Cell of Head and Neck"
534,0.999725599,188.2444888,https://clinicaltrials.gov/study/NCT01298401,NCT01298401,Pancreatic Cancer
535,0.737596247,6.035489055,https://clinicaltrials.gov/study/NCT00628901,NCT00628901,Leiomyoma|Uterine Fibroids|Uterine Neoplasms|Menorrhagia|Leiomyomatosis
536,0.989543179,151.5752204,https://clinicaltrials.gov/study/NCT04194801,NCT04194801,Hepatocellular Carcinoma
537,0.997489023,162.4492396,https://clinicaltrials.gov/study/NCT02984501,NCT02984501,Pancreatic Cancer
538,0.981103677,109.6871073,https://clinicaltrials.gov/study/NCT00192101,NCT00192101,Metastatic Breast Cancer
539,0.988611655,150.1230766,https://clinicaltrials.gov/study/NCT01626001,NCT01626001,Esophagus Cancer|Lung Cancer
540,0.986994142,150.3386565,https://clinicaltrials.gov/study/NCT02186301,NCT02186301,Non-Small Cell Lung Cancer
541,0.996368032,157.231591,https://clinicaltrials.gov/study/NCT00622401,NCT00622401,Breast Cancer
542,0.971112313,54.41212131,https://clinicaltrials.gov/study/NCT01719536,NCT01719536,NSCLC
543,0.997653232,164.6926475,https://clinicaltrials.gov/study/NCT01610336,NCT01610336,Non-small Cell Lung Cancer
544,0.99487092,155.5592032,https://clinicaltrials.gov/study/NCT00232934,NCT00232934,Multiple Myeloma
545,0.979792384,95.8168247,https://clinicaltrials.gov/study/NCT01228734,NCT01228734,Metastatic Colorectal Cancer
546,0.999289485,183.5723842,https://clinicaltrials.gov/study/NCT00075634,NCT00075634,"Recurrent Neuroblastoma|Unspecified Childhood Solid Tumor, Protocol Specific"
547,0.929827266,25.46513993,https://clinicaltrials.gov/study/NCT04936334,NCT04936334,Prostate Cancer
548,0.843258714,12.44676139,https://clinicaltrials.gov/study/NCT00958334,NCT00958334,Uterine Fibroids
549,0.875926321,14.62279617,https://clinicaltrials.gov/study/NCT03349034,NCT03349034,Head and Neck Cancer|Free Tissue Transfer
550,0.987397855,129.6057418,https://clinicaltrials.gov/study/NCT04131634,NCT04131634,Urothelial Cancer
551,0.992998798,152.2796877,https://clinicaltrials.gov/study/NCT03499834,NCT03499834,Non-small Cell Lung Cancer (NSCLC) Stage IV
552,0.996861479,159.6042675,https://clinicaltrials.gov/study/NCT02527434,NCT02527434,Urothelial Bladder Cancer|Triple-negative Breast Cancer|Pancreatic Ductal Adenocarcinoma
553,0.985880488,130.531342,https://clinicaltrials.gov/study/NCT02016534,NCT02016534,Stomach Neoplasms
554,0.842080834,13.93372574,https://clinicaltrials.gov/study/NCT02666534,NCT02666534,Microinvasive Squamous Cell Carcinoma
555,0.992318786,151.9336038,https://clinicaltrials.gov/study/NCT01856101,NCT01856101,Carcinoma Transitional Cell
556,0.998859928,188.63908,https://clinicaltrials.gov/study/NCT01975701,NCT01975701,Recurrent Glioblastoma or Other Glioma Subtypes
557,0.999576477,191.4415751,https://clinicaltrials.gov/study/NCT00004901,NCT00004901,Head and Neck Cancer
558,0.99642168,157.5296023,https://clinicaltrials.gov/study/NCT00089401,NCT00089401,Colorectal Cancer|Metastatic Cancer
559,0.985597199,121.4217879,https://clinicaltrials.gov/study/NCT00283101,NCT00283101,"Leukemia, Lymphocytic, Chronic"
560,0.993323219,152.8454815,https://clinicaltrials.gov/study/NCT01009801,NCT01009801,Liver Cancer
561,0.996804939,160.0301132,https://clinicaltrials.gov/study/NCT01288534,NCT01288534,Prostate Cancer
562,0.977380808,107.0074424,https://clinicaltrials.gov/study/NCT01990534,NCT01990534,Hodgkin Lymphoma
563,0.993982892,153.4657215,https://clinicaltrials.gov/study/NCT00895934,NCT00895934,Adult Acute Megakaryoblastic Leukemia (M7)|Adult Acute Minimally Differentiated Myeloid Leukemia (M0)|Adult Acute Monoblastic Leukemia (M5a)|Adult Acute Monocytic Leukemia (M5b)|Adult Acute Myeloblastic Leukemia With Maturation (M2)|Adult Acute Myeloblastic Leukemia Without Maturation (M1)|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Acute Myelomonocytic Leukemia (M4)|Adult Erythroleukemia (M6a)|Adult Pure Erythroid Leukemia (M6b)|Recurrent Adult Acute Myeloid Leukemia
564,0.919110671,22.59031772,https://clinicaltrials.gov/study/NCT03130634,NCT03130634,Metastatic Colorectal Cancer
565,0.983740641,99.44052449,https://clinicaltrials.gov/study/NCT00608634,NCT00608634,Precancerous Condition
566,0.991368419,150.7184447,https://clinicaltrials.gov/study/NCT00522834,NCT00522834,Melanoma
567,0.984825617,115.0404013,https://clinicaltrials.gov/study/NCT03302234,NCT03302234,"Carcinoma, Non-Small-Cell Lung"
